2015 Household Expenditure Report,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,Training Program,Long Term Unemployed,Owned,Male,Eastern,1,1,2,115.35,103.82,134.96,144.19,138.42,121.12,673.96,741.36,778.43,825.14,816.89,882.24,126.31,757.86,4718.02,-3960.16,4903.44,
2850,Economically Inactive,Long Term Unemployed,Rented,Female,Midlands,2,1,3,134.60,135.95,164.21,107.68,121.14,129.22,1895.45,1724.86,1638.62,1900.80,1957.82,1801.19,132.13,792.80,10918.74,-10125.94,11347.85,
5522,Economically Inactive,Not Classified,Rented,Female,South West,1,1,2,208.50,216.84,216.84,179.31,221.01,189.74,1526.82,1511.55,1299.93,1481.92,1259.63,1385.59,205.37,1232.24,8465.44,-7233.20,8798.13,
3048,Economically Inactive,Routine or manual,Owned,Male,Midlands,2,1,3,207.76,191.14,213.99,236.85,249.31,195.29,4909.95,3977.06,4692.93,4599.07,4783.03,5596.15,215.72,1294.34,28558.19,-27263.85,29680.53,
3876,Economically Inactive,Not Classified,Owned,Female,Eastern,1,1,2,221.86,206.33,219.64,264.01,190.80,237.39,559.09,475.23,508.50,579.69,672.44,692.61,223.34,1340.03,3487.56,-2147.53,3624.62,
1115,Economically Inactive,Long Term Unemployed,Rented,Male,Northern Ireland,1,1,2,250.00,257.50,210.00,282.50,207.50,250.00,575.08,592.33,539.02,549.80,632.27,739.76,242.92,1457.50,3628.26,-2170.76,3770.85,
4636,Economically Inactive,Not Classified,Rented,Female,Midlands,1,1,2,273.16,273.16,207.60,218.53,278.62,218.53,152.63,120.58,133.84,144.55,147.44,138.59,244.93,1469.60,837.63,631.97,870.55,
756,Training Program,Long Term Unemployed,Rented,Male,North East,1,1,2,260.00,236.60,291.20,221.00,280.80,215.80,544.75,588.33,706.00,840.14,999.77,1029.76,250.90,1505.40,4708.75,-3203.35,4893.80,
2947,Full-time working,Intermediate occupation,Owned,Male,Eastern,1,1,2,251.19,253.70,253.70,253.70,251.19,251.19,3317.19,3184.50,3789.56,3865.35,4522.46,4205.89,252.44,1514.67,22884.95,-21370.28,23784.33,
2317,Economically Inactive,Long Term Unemployed,Rented,Female,North West and Merseyside,1,1,2,266.35,223.73,237.05,300.98,263.69,253.03,238.67,214.80,225.54,216.52,190.54,181.01,257.47,1544.83,1267.08,277.75,1316.88,
2824,Economically Inactive,Routine or manual,Rented,Female,Yorkshire and the Humber,1,2,3,251.50,291.74,271.62,218.81,269.11,266.59,656.53,498.96,444.07,377.46,400.11,480.13,261.56,1569.37,2857.26,-1287.89,2969.55,
3156,Training Program,Long Term Unemployed,Rented,Male,North West and Merseyside,1,1,2,280.00,249.20,268.80,212.80,280.00,296.80,285.09,267.98,251.90,264.50,317.40,380.88,264.60,1587.60,1767.75,-180.15,1837.22,
5480,Part-time working,Long Term Unemployed,Rented,Female,Midlands,1,1,2,297.65,235.14,232.17,327.42,285.74,372.06,658.22,671.38,678.09,786.58,739.39,754.18,291.70,1750.18,4287.84,-2537.66,4456.35,
4562,Economically Inactive,Routine or manual,Rented,Female,Scotland,1,1,2,311.15,267.59,242.70,248.92,373.38,308.04,807.78,662.38,589.52,518.78,466.90,499.58,291.96,1751.78,3544.94,-1793.16,3684.26,
2625,Training Program,Long Term Unemployed,Rented,Male,Yorkshire and the Humber,1,1,2,300.00,273.00,321.00,303.00,321.00,357.00,308.63,240.73,252.77,280.57,260.93,247.88,312.50,1875.00,1591.51,283.49,1654.06,
1005,Part-time working,Routine or manual,Rented,Male,South East,1,1,2,333.75,287.03,290.36,310.39,390.49,300.38,547.53,591.33,638.64,632.25,556.38,617.58,318.73,1912.40,3583.71,-1671.31,3724.55,
3540,Training Program,Long Term Unemployed,Rented,Female,Midlands,1,1,2,312.49,371.86,246.87,359.36,315.61,318.74,1129,1196.74,1256.58,1206.32,1230.45,1242.75,320.82,1924.93,7261.84,-5336.91,7547.23,
334,Training Program,Long Term Unemployed,Rented,Male,North East,1,1,2,355.00,340.80,287.55,326.60,280.45,355.00,445.26,351.76,393.97,397.91,437.70,433.32,324.23,1945.40,2459.92,-514.52,2556.59,
1447,Economically Inactive,Not Classified,Rented,Female,North West and Merseyside,1,1,2,315.60,321.91,309.29,331.38,388.19,290.35,871.83,793.37,721.97,851.92,1022.30,1001.85,326.12,1956.72,5263.24,-3306.52,5470.09,
3729,Economically Inactive,Not Classified,Rented,Female,Wales,1,1,2,357.63,268.22,321.86,286.10,318.29,418.42,262.8,207.61,191.00,219.65,208.67,189.89,328.42,1970.52,1279.62,690.90,1329.91,
670,Training Program,Long Term Unemployed,Rented,Male,North West and Merseyside,1,1,2,355.00,301.75,397.60,269.80,273.35,376.30,749.23,636.85,713.27,713.27,820.26,705.42,328.97,1973.80,4338.3,-2364.50,4508.80,
3352,Training Program,Long Term Unemployed,Rented,Male,South East,1,1,2,357.00,378.42,274.89,360.57,292.74,324.87,581.6,593.23,510.18,602.01,614.05,583.35,331.42,1988.49,3484.42,-1495.93,3621.36,
1256,Economically Inactive,Routine or manual,Rented,Female,South West,1,1,2,361.35,339.67,281.85,411.94,278.24,339.67,233.88,196.46,188.60,171.63,183.64,198.33,335.45,2012.72,1172.54,840.18,1218.62,
2770,Training Program,Long Term Unemployed,Rented,Female,Midlands,1,1,2,355.00,273.35,390.50,394.05,337.25,276.90,263.5,281.95,315.78,287.36,244.26,229.60,337.84,2027.05,1622.45,404.60,1686.21,
2297,Training Program,Long Term Unemployed,Rented,Female,North West and Merseyside,2,1,3,320.00,371.20,252.80,316.80,393.60,380.80,310.4,257.63,293.70,276.08,303.69,261.17,339.20,2035.20,1702.67,332.53,1769.58,
5608,Full-time working,Routine or manual,Rented,Male,North East,2,1,3,340.83,344.23,340.83,340.83,344.23,340.83,1373.32,1469.45,1542.92,1558.35,1667.43,1900.87,341.96,2051.78,9512.34,-7460.57,9886.17,
6247,Economically Inactive,Not Classified,Rented,Female,Midlands,1,1,2,350.00,269.50,322.00,427.00,308.00,395.50,645.51,555.14,621.76,540.93,649.12,636.14,345.33,2072.00,3648.6,-1576.60,3791.99,
3331,Economically Inactive,Not Classified,Rented,Male,South East,1,1,2,358.50,290.39,297.56,351.33,336.99,437.37,486.58,452.52,466.10,522.03,448.95,395.08,345.36,2072.14,2771.26,-699.12,2880.17,
5182,Training Program,Long Term Unemployed,Rented,Male,North East,1,1,2,355.00,436.65,426.00,280.45,312.40,291.10,169.31,181.16,182.97,204.93,231.57,238.52,350.27,2101.60,1208.46,893.14,1255.95,
5403,Training Program,Long Term Unemployed,Rented,Male,North West and Merseyside,1,1,2,358.50,308.31,430.20,293.97,376.43,344.16,175.58,136.95,164.34,188.99,187.10,188.97,351.93,2111.57,1041.93,1069.64,1082.88,
203,Economically Inactive,Long Term Unemployed,Rented,Female,Midlands,3,1,4,396.15,380.30,297.11,316.92,435.77,415.96,2139.33,2053.76,2238.60,2686.32,2283.37,1963.70,373.70,2242.21,13365.08,-11122.87,13890.33,
1372,Training Program,Long Term Unemployed,Rented,Male,Scotland,1,1,2,450.00,369.00,373.50,346.50,346.50,369.00,656.1,616.73,672.24,692.41,810.12,866.83,375.75,2254.50,4314.43,-2059.93,4483.99,
5195,Training Program,Intermediate occupation,Rented,Male,London,1,1,2,375.13,408.89,457.65,288.85,303.85,468.91,2449.44,2180.00,2310.80,2680.53,2653.72,2282.20,383.88,2303.28,14556.69,-12253.42,15128.77,
5774,Training Program,Not Classified,Rented,Male,North East,1,1,2,355.00,433.10,397.60,284.00,429.55,418.90,355.58,270.24,299.97,269.97,229.47,259.30,386.36,2318.15,1684.53,633.62,1750.73,
424,Economically Inactive,Managerial or Professional,Rented,Female,South East,1,2,3,362.50,445.88,435.00,431.38,293.63,351.63,805.2,821.30,870.58,975.05,1150.56,1288.63,386.67,2320.02,5911.32,-3591.30,6143.63,
4146,Training Program,Long Term Unemployed,Rented,Male,Eastern,1,1,2,355.00,390.50,436.65,418.90,418.90,344.35,298.64,328.50,318.65,312.28,368.49,372.17,394.05,2364.30,1998.73,365.57,2077.28,
4089,Economically Inactive,Routine or manual,Rented,Male,Yorkshire and the Humber,1,1,2,360.00,414.00,439.20,424.80,417.60,327.60,313.48,257.05,287.90,331.09,281.43,289.87,397.20,2383.20,1760.82,622.38,1830.02,
6047,Economically Inactive,Not Classified,Owned,Female,North East,1,1,2,373.11,444.00,335.80,373.11,425.35,447.73,574.54,597.52,591.54,556.05,550.49,478.93,399.85,2399.10,3349.07,-949.97,3480.69,
3875,Economically Inactive,Not Classified,Owned,Female,Eastern,1,1,2,416.76,329.24,445.93,429.26,454.27,337.58,1253.54,1241.00,1265.82,1202.53,1118.35,984.15,402.17,2413.04,7065.39,-4652.35,7343.06,
4275,Part-time working,Routine or manual,Rented,Female,North West and Merseyside,1,2,3,425.00,344.25,408.00,484.50,382.50,471.75,1698.33,1358.66,1453.77,1700.91,1836.98,1579.80,419.33,2516.00,9628.45,-7112.45,10006.85,
4093,Training Program,Routine or manual,Rented,Male,Yorkshire and the Humber,1,1,2,420.00,327.60,516.60,508.20,415.80,348.60,627.81,508.53,569.55,535.38,476.49,500.31,422.80,2536.80,3218.07,-681.27,3344.54,
846,Economically Inactive,Routine or manual,Rented,Female,Scotland,1,1,2,455.96,433.16,497.00,419.48,373.89,360.21,186.38,186.38,178.92,161.03,157.81,164.12,423.28,2539.70,1034.64,1505.06,1075.30,
3444,Economically Inactive,Not Classified,Owned,Female,London,1,1,2,400.00,464.00,448.00,424.00,420.00,384.00,1023.75,993.04,933.46,980.13,891.92,784.89,423.33,2540.00,5607.19,-3067.19,5827.55,
3194,Full-time working,Intermediate occupation,Rented,Male,South East,1,1,2,433.65,433.65,433.65,433.65,433.65,437.99,599.53,449.65,512.60,543.36,646.60,659.53,434.37,2606.24,3411.27,-805.03,3545.33,
777,Part-time working,Routine or manual,Rented,Male,London,1,1,2,480.00,393.60,470.40,412.80,384.00,600.00,376.19,395.00,462.15,402.07,353.82,350.28,456.80,2740.80,2339.51,401.29,2431.45,
1840,Part-time working,Routine or manual,Rented,Female,Scotland,1,1,2,438.50,521.82,377.11,350.80,517.43,539.36,637.25,541.66,568.74,580.11,655.52,635.85,457.50,2745.02,3619.13,-874.11,3761.36,
706,Training Program,Intermediate occupation,Owned,Male,South West,2,1,3,461.55,567.71,452.32,433.86,378.47,503.09,1781.52,1870.60,2151.19,2301.77,2693.07,2693.07,466.17,2797.00,13491.22,-10694.22,14021.42,
4987,Economically Inactive,Not Classified,Owned,Female,Yorkshire and the Humber,1,1,2,453.76,408.38,503.67,530.90,426.53,535.44,466.93,443.58,381.48,366.22,424.82,471.55,476.45,2858.68,2554.58,304.10,2654.97,
459,Training Program,Managerial or Professional,Rented,Male,North West and Merseyside,1,1,2,500.00,390.00,610.00,375.00,590.00,530.00,774.77,805.76,797.70,717.93,818.44,752.96,499.17,2995.00,4667.56,-1672.56,4851.00,
430,Economically Inactive,Routine or manual,Rented,Male,South East,1,1,2,485.00,426.80,606.25,363.75,528.65,606.25,928.68,947.25,1013.56,1104.78,1160.02,1160.02,502.78,3016.70,6314.31,-3297.61,6562.46,
2438,Part-time working,Routine or manual,Rented,Male,North West and Merseyside,1,1,2,501.90,436.65,501.90,436.65,612.32,542.05,1703.24,1805.43,1570.72,1429.36,1214.96,1129.91,505.25,3031.47,8853.62,-5822.15,9201.57,
5568,Economically Inactive,Routine or manual,Rented,Male,North West and Merseyside,2,1,3,515.00,525.30,561.35,628.30,437.75,432.60,744.28,736.84,758.95,796.90,940.34,959.15,516.72,3100.30,4936.46,-1836.16,5130.46,
5830,Economically Inactive,Routine or manual,Rented,Female,North East,1,1,2,532.50,415.35,623.03,564.45,548.48,527.18,540.42,410.72,427.15,478.41,440.14,475.35,535.17,3210.99,2772.19,438.80,2881.14,
5036,Economically Inactive,Intermediate occupation,Owned,Male,South West,1,1,2,541.25,638.68,654.91,514.19,416.76,497.95,489.63,460.25,524.69,498.46,543.32,575.92,543.96,3263.74,3092.27,171.47,3213.80,
5701,Economically Inactive,Routine or manual,Owned,Male,London,2,1,3,562.75,512.10,664.05,478.34,619.03,472.71,1920.55,1459.62,1328.25,1514.21,1756.48,1651.09,551.50,3308.98,9630.2,-6321.22,10008.67,
5458,Economically Inactive,Managerial or Professional,Rented,Female,London,1,1,2,600.00,486.00,684.00,660.00,468.00,486.00,742.98,638.96,734.80,690.71,801.22,793.21,564.00,3384.00,4401.88,-1017.88,4574.87,
2279,Economically Inactive,Not Classified,Rented,Male,Northern Ireland,1,1,2,661.85,575.81,562.57,536.10,516.24,555.95,2565.88,2001.39,1881.31,1994.19,2273.38,2250.65,568.09,3408.52,12966.8,-9558.28,13476.40,
3168,Full-time working,Intermediate occupation,Rented,Female,Midlands,1,2,3,568.80,568.80,568.80,568.80,568.80,568.80,1466.92,1129.53,1027.87,873.69,943.59,1085.13,568.80,3412.80,6526.73,-3113.93,6783.23,
679,Economically Inactive,Long Term Unemployed,Rented,Female,London,1,1,2,602.40,572.28,692.76,457.82,524.09,590.35,424.85,437.60,516.37,449.24,435.76,396.54,573.28,3439.70,2660.36,779.34,2764.91,
4454,Training Program,Managerial or Professional,Owned,Female,Midlands,1,2,3,590.61,626.05,596.52,478.40,708.74,460.68,5875,4993.75,5543.06,6651.67,7117.29,7615.50,576.83,3461.00,37796.27,-34335.27,39281.66,
694,Economically Inactive,Intermediate occupation,Rented,Female,North West and Merseyside,1,1,2,567.00,601.02,430.92,555.66,646.38,663.39,579.67,562.28,500.43,525.45,514.94,509.79,577.40,3464.37,3192.56,271.81,3318.03,
2104,Part-time working,Intermediate occupation,Rented,Female,South East,1,2,3,615.20,609.05,504.46,572.14,553.68,615.20,913.48,758.19,682.37,791.55,894.45,992.84,578.29,3469.73,5032.88,-1563.15,5230.67,
4092,Economically Inactive,Not Classified,Owned,Male,Scotland,1,1,2,630.31,668.13,699.64,529.46,472.73,472.73,873.97,681.70,804.41,780.28,780.28,741.27,578.83,3473.00,4661.91,-1188.91,4845.12,
4945,Economically Inactive,Intermediate occupation,Rented,Male,Yorkshire and the Humber,1,1,2,553.36,531.23,652.96,647.43,470.36,641.90,902.21,811.99,868.83,1007.84,1179.17,1120.21,582.87,3497.24,5890.25,-2393.01,6121.74,
5708,Full-time working,Intermediate occupation,Owned,Female,Scotland,2,1,3,583.13,588.96,583.13,583.13,583.13,588.96,3676.06,3198.17,2750.43,3273.01,3338.47,2971.24,585.07,3510.44,19207.38,-15696.95,19962.23,
3872,Economically Inactive,Routine or manual,Owned,Female,Wales,1,1,2,599.25,521.35,551.31,689.14,719.10,449.44,227.9,193.72,174.35,203.99,234.59,248.67,588.27,3529.59,1283.22,2246.37,1333.65,
2228,Economically Inactive,Not Classified,Rented,Female,North East,1,1,2,562.31,607.29,669.15,567.93,494.83,657.90,405.33,372.90,402.73,362.46,409.58,491.50,593.24,3559.41,2444.5,1114.91,2540.57,
4745,Part-time working,Routine or manual,Rented,Female,North West and Merseyside,1,3,4,612.50,692.13,545.13,594.13,637.00,508.38,1231.62,1231.62,1206.99,1327.69,1460.46,1299.81,598.21,3589.27,7758.19,-4168.92,8063.09,
4691,Training Program,Long Term Unemployed,Rented,Female,Midlands,2,1,3,520.00,650.00,639.60,618.80,561.60,639.60,354.28,286.97,243.92,229.28,206.35,189.84,604.93,3629.60,1510.64,2118.96,1570.01,
4457,Part-time working,Routine or manual,Rented,Female,South West,2,1,3,634.30,704.07,596.24,551.84,545.50,691.39,1477.41,1551.28,1458.20,1560.27,1731.90,2043.64,620.56,3723.34,9822.7,-6099.36,10208.73,
3920,Economically Inactive,Not Classified,Rented,Female,Yorkshire and the Humber,1,1,2,550.00,550.00,665.50,654.50,682.00,643.50,472.34,368.43,401.59,461.83,461.83,498.78,624.25,3745.50,2664.8,1080.70,2769.53,
6360,Part-time working,Intermediate occupation,Owned,Female,Midlands,1,1,2,629.05,490.66,572.43,622.76,717.11,780.02,968.33,803.71,916.23,1044.50,1054.95,1265.94,635.34,3812.03,6053.66,-2241.63,6291.57,
2538,Economically Inactive,Not Classified,Owned,Female,Midlands,1,1,2,654.61,523.69,615.33,733.16,759.35,536.78,393.03,381.24,327.87,285.25,325.19,367.46,637.15,3822.92,2080.04,1742.88,2161.79,
109,Training Program,Routine or manual,Owned,Female,Northern Ireland,2,1,3,710.00,603.50,717.10,631.90,610.60,610.60,728.8,641.34,756.78,711.37,661.57,628.49,647.28,3883.70,4128.35,-244.65,4290.59,
1360,Economically Inactive,Not Classified,Owned,Male,Midlands,1,1,2,673.64,815.10,720.79,532.17,559.12,592.80,1225.15,1225.15,1372.17,1331.00,1357.62,1466.23,648.94,3893.62,7977.32,-4083.70,8290.83,
2321,Economically Inactive,Not Classified,Rented,Female,Scotland,1,1,2,744.55,603.08,565.86,662.65,647.76,699.87,642.42,661.69,621.99,578.45,659.43,593.49,653.96,3923.77,3757.47,166.30,3905.14,
3554,Part-time working,Routine or manual,Rented,Female,South East,1,1,2,702.40,547.87,561.92,625.14,646.21,863.95,578.83,497.79,537.61,516.11,572.88,687.46,657.92,3947.49,3390.68,556.81,3523.93,
1516,Economically Inactive,Not Classified,Rented,Female,North East,1,1,2,747.46,739.99,665.24,590.49,575.54,635.34,631,523.73,523.73,523.73,466.12,428.83,659.01,3954.06,3097.14,856.92,3218.86,
4547,Training Program,Long Term Unemployed,Rented,Male,North East,1,3,4,705.96,614.19,713.02,600.07,670.66,691.84,834.93,684.64,581.94,675.05,729.05,729.05,665.96,3995.74,4234.66,-238.92,4401.08,
787,Economically Inactive,Not Classified,Rented,Female,London,2,2,4,662.50,589.63,695.63,755.25,556.50,761.88,568.35,602.45,692.82,755.17,883.55,821.70,670.23,4021.39,4324.04,-302.65,4493.97,
1437,Economically Inactive,Long Term Unemployed,Rented,Male,Wales,1,1,2,713.50,556.53,849.07,756.31,570.80,592.21,811.87,828.11,728.74,728.74,830.76,755.99,673.07,4038.42,4684.21,-645.79,4868.30,
1259,Economically Inactive,Routine or manual,Rented,Female,Midlands,1,2,3,731.50,731.50,629.09,585.20,694.93,731.50,1152.25,1013.98,1044.40,887.74,1038.66,1007.50,683.95,4103.72,6144.53,-2040.81,6386.01,
2300,Economically Inactive,Not Classified,Rented,Female,Eastern,1,1,2,631.26,776.45,789.08,542.88,618.63,757.51,387.05,340.60,371.25,367.54,363.86,389.33,685.97,4115.81,2219.63,1896.18,2306.86,
4425,Economically Inactive,Not Classified,Rented,Female,Yorkshire and the Humber,1,1,2,729.81,897.67,671.43,627.64,598.44,591.15,1080.45,1069.65,1283.58,1296.42,1283.46,1309.13,686.02,4116.14,7322.69,-3206.55,7610.47,
5482,Economically Inactive,Routine or manual,Rented,Male,South East,1,2,3,711.50,533.63,597.66,853.80,711.50,732.85,439.42,347.14,402.68,418.79,464.86,469.51,690.16,4140.94,2542.4,1598.54,2642.32,
43,Economically Inactive,Managerial or Professional,Owned,Female,North West and Merseyside,1,1,2,685.71,514.28,809.14,617.14,809.14,706.28,2245.74,1863.96,2031.72,1950.45,1774.91,2023.40,690.28,4141.69,11890.18,-7748.49,12357.46,
4844,Economically Inactive,Not Classified,Rented,Female,Midlands,1,1,2,804.06,603.05,659.33,796.02,659.33,627.17,1445.27,1185.12,1173.27,1032.48,1104.75,1005.32,691.49,4148.96,6946.21,-2797.25,7219.20,
2840,Economically Inactive,Not Classified,Owned,Female,Scotland,1,1,2,684.34,602.21,739.08,609.06,780.14,793.83,470.42,371.63,375.35,442.91,496.06,540.71,701.44,4208.66,2697.08,1511.58,2803.08,
2684,Part-time working,Intermediate occupation,Rented,Female,North East,1,3,4,663.75,829.69,584.10,643.84,716.85,776.59,2234.17,1966.07,2221.66,2221.66,2043.93,1798.66,702.47,4214.82,12486.15,-8271.33,12976.86,
942,Economically Inactive,Not Classified,Rented,Male,Midlands,1,1,2,626.36,739.10,732.84,682.73,757.90,676.47,311.7,271.18,257.62,234.43,220.36,213.75,702.57,4215.40,1509.04,2706.36,1568.35,
297,Economically Inactive,Long Term Unemployed,Owned,Male,London,1,1,2,697.90,774.67,795.61,544.36,865.40,551.34,1307.14,1189.50,1070.55,1199.02,1091.11,1047.47,704.88,4229.28,6904.79,-2675.51,7176.15,
345,Economically Inactive,Not Classified,Owned,Female,Northern Ireland,1,1,2,679.50,849.38,645.53,740.66,727.07,597.96,1186.63,1162.90,1290.82,1329.54,1422.61,1493.74,706.68,4240.10,7886.24,-3646.14,8196.17,
6253,Economically Inactive,Not Classified,Rented,Female,Scotland,1,1,2,748.66,628.87,905.88,583.95,756.15,643.85,571.31,537.03,510.18,581.61,610.69,641.22,711.23,4267.36,3452.04,815.32,3587.71,
6390,Economically Inactive,Managerial or Professional,Rented,Female,North East,1,2,3,694.00,798.10,694.00,652.36,707.88,728.70,539.6,420.89,475.61,418.54,443.65,501.32,712.51,4275.04,2799.61,1475.43,2909.63,
5242,Economically Inactive,Not Classified,Owned,Female,South East,1,1,2,733.71,711.70,741.05,711.70,748.38,630.99,728.88,553.95,570.57,553.45,492.57,492.57,712.92,4277.53,3391.99,885.54,3525.30,
3610,Economically Inactive,Not Classified,Rented,Male,London,1,1,2,753.85,753.85,882.00,768.93,580.46,565.39,437.93,328.45,374.43,381.92,404.84,469.61,717.41,4304.48,2397.18,1907.30,2491.39,
2045,Economically Inactive,Not Classified,Owned,Female,Midlands,1,1,2,764.36,733.79,802.58,772.00,580.91,657.35,968.12,784.18,760.65,836.72,819.99,713.39,718.50,4310.99,4883.05,-572.06,5074.95,
1091,Economically Inactive,Routine or manual,Rented,Male,South West,1,1,2,739.46,591.57,606.36,776.43,687.70,909.54,1379.08,1337.71,1605.25,1653.41,1868.35,1793.62,718.51,4311.06,9637.42,-5326.36,10016.17,
5931,Economically Inactive,Not Classified,Owned,Female,South West,1,1,2,655.21,714.18,629.00,819.01,714.18,805.91,740.26,747.66,777.57,668.71,628.59,678.88,722.92,4337.49,4241.67,95.82,4408.37,
3786,Full-time working,Managerial or Professional,Owned,Female,South East,1,1,2,719.50,719.50,726.70,726.70,726.70,726.70,1083.32,1083.32,974.99,1043.24,970.21,970.21,724.30,4345.80,6125.29,-1779.49,6366.01,
259,Full-time working,Intermediate occupation,Owned,Male,London,1,1,2,721.15,728.36,728.36,721.15,728.36,728.36,578.85,474.66,436.69,497.83,557.57,585.45,725.96,4355.74,3131.05,1224.69,3254.10,
4640,Part-time working,Routine or manual,Rented,Male,North West and Merseyside,1,3,4,702.55,695.52,639.32,646.35,814.96,857.11,1608.16,1559.92,1450.73,1726.37,1829.95,1976.35,725.97,4355.81,10151.48,-5795.67,10550.43,
868,Economically Inactive,Not Classified,Owned,Female,Yorkshire and the Humber,1,1,2,743.76,855.32,647.07,654.51,617.32,877.64,862.08,879.32,914.49,1088.24,968.53,987.90,732.60,4395.62,5700.56,-1304.94,5924.59,
5672,Economically Inactive,Not Classified,Rented,Female,Scotland,1,1,2,733.71,785.07,682.35,741.05,653.00,807.08,1078.3,884.21,769.26,669.26,776.34,885.03,733.71,4402.26,5062.4,-660.14,5261.35,
4783,Economically Inactive,Routine or manual,Rented,Female,South East,1,2,3,839.50,864.69,696.79,629.63,738.76,638.02,533.8,571.17,651.13,768.33,852.85,886.96,734.57,4407.39,4264.24,143.15,4431.82,
3904,Economically Inactive,Not Classified,Owned,Female,London,1,1,2,720.21,540.16,756.22,669.80,878.66,842.65,271.01,295.40,292.45,321.70,344.22,364.87,734.62,4407.70,1889.65,2518.05,1963.91,
4852,Economically Inactive,Not Classified,Rented,Female,Midlands,1,1,2,786.00,589.50,636.66,927.48,793.86,675.96,2146.45,1738.62,1825.55,2154.15,1895.65,1971.48,734.91,4409.46,11731.9,-7322.44,12192.96,
910,Part-time working,Intermediate occupation,Rented,Male,London,2,2,4,787.25,944.70,684.91,708.53,614.06,708.53,2460.06,1845.05,1881.95,1674.94,1423.70,1594.54,741.33,4447.98,10880.24,-6432.26,11307.83,
1730,Economically Inactive,Not Classified,Rented,Female,South East,1,1,2,814.01,643.07,683.77,626.79,757.03,968.67,1471.51,1353.79,1394.40,1561.73,1389.94,1320.44,748.89,4493.34,8491.81,-3998.47,8825.54,
6284,Training Program,Long Term Unemployed,Rented,Male,North East,2,1,3,735.86,772.65,662.27,846.24,610.76,875.67,561.21,566.82,646.17,633.25,614.25,694.10,750.58,4503.45,3715.8,787.65,3861.83,
5598,Part-time working,Routine or manual,Rented,Female,Midlands,1,2,3,738.50,590.80,797.58,915.74,694.19,768.04,740.27,806.89,693.93,673.11,700.03,791.03,750.81,4504.85,4405.26,99.59,4578.39,
4196,Full-time working,Intermediate occupation,Rented,Female,Midlands,1,1,2,750.00,750.00,757.50,757.50,750.00,750.00,2511.77,2185.24,2272.65,2659.00,2313.33,2197.66,752.50,4515.00,14139.65,-9624.65,14695.34,
3170,Economically Inactive,Long Term Unemployed,Rented,Female,London,1,2,3,751.50,856.71,661.32,804.11,631.26,819.14,288.53,314.50,289.34,263.30,276.47,326.23,754.01,4524.04,1758.37,2765.67,1827.47,
